Record Id,Data Source,Allocated  NN,Pcode,Xcord,Ycord,Last  Modified,Generic Geography/Street name?
769,General 1,Abbeyhill,EH7 5SJ,327067,674372,16/10/2013,
770,General 1,Stockbridge,EH3 5AY,324755,674609,16/10/2013,
771,General 1,Granton,EH5 1JF,323064,677215,16/10/2013,
772,General 1,Morningside,EH10 4AX,324540,671369,16/10/2013,
773,General 1,Leith,EH6 5LA,326930,675957,16/10/2013,
774,General 1,Southside,EH8 9PJ,326536,672477,16/10/2013,
775,General 1,Blackhall,EH4 7AQ,320545,675029,16/10/2013,
776,General 1,Southside,EH16 5XR,326724,672671,16/10/2013,
777,General 1,Craigmillar/Niddrie,EH16 4AA,328518,671505,16/10/2013,
778,General 1,Stenhouse Crescent,EH11 3HX,321656,671695,16/10/2013,
779,General 1,The Inch,EH16 5TB,328186,670435,16/10/2013,
780,General 1,NN not supplied,EH16 5TB,328186,670435,16/10/2013,
781,General 1,Corstorphine,EH12 7TS,319753,672729,16/10/2013,
782,General 1,Harrison Park,EH11 1EQ,323468,672074,16/10/2013,
783,General 1,Leith,EH6 4DA,326045,676196,16/10/2013,
784,General 1,Shandon,EH11 1RQ,323338,671696,16/10/2013,
786,General 1,Marchmont,EH9 1BT,325407,672169,16/10/2013,
787,General 1,Colinton/Spylaw,EH13 0JE,321120,669191,16/10/2013,
788,General 1,Balerno,EH14 7EB,316156,666301,16/10/2013,
789,General 1,Bruntsfield,EH10 4JF,324640,672223,16/10/2013,
790,General 1,Royston Mains,EH5 1LB,322921,676627,16/10/2013,
791,General 1,Canonmills,EH3 5JY,325019,675336,16/10/2013,
792,General 1,Cameron Toll,EH16 5PN,327199,671148,16/10/2013,
793,General 1,South Queensferry,EH30 9PW,313761,677410,16/10/2013,
794,General 1,The Jewel,EH15 3RY,330866,672281,16/10/2013,
795,General 1,Leith,EH6 8EB,327448,675568,16/10/2013,
796,General 1,Leith,EH6 8EB,327448,675568,16/10/2013,
797,General 1,Portobello,EH15 1UD,330169,674314,16/10/2013,
798,General 1,Duddingston,EH15 3PD,330325,672660,16/10/2013,
799,General 1,Saughton,EH11 3BA,321884,672194,16/10/2013,
800,General 1,Stockbridge,EH4 1HR,324578,674735,16/10/2013,
801,General 1,South Queensferry,EH30 9RU,312277,678230,16/10/2013,
802,General 1,Hutchison,EH14 1RS,322490,671598,16/10/2013,
803,General 1,Fountainbridge,EH3 8AS,324409,672944,16/10/2013,
804,General 1,The Grange,EH9 2PB,326486,671534,16/10/2013,
805,General 1,Dalry,EH11 2TP,323707,673012,16/10/2013,
806,General 1,Liberton,EH16 6UR,326943,668521,16/10/2013,
807,General 1,The Shore,EH6 7BX,327295,676636,16/10/2013,
808,General 1,Lochend,EH7 6BZ,327586,675122,16/10/2013,
809,General 1,South Edinburgh,EH9 2JP,326302,672019,16/10/2013,generic
810,General 1,Leith,EH6 6JR,326596,676576,16/10/2013,
811,General 1,Dumbiedykes,EH8 8AW,326585,673539,16/10/2013,
812,General 1,Southside,EH8 9DA,326098,673073,16/10/2013,
813,General 1,Haymarket,EH11 2BH,324084,673139,16/10/2013,
814,General 1,Pilrig,EH7 4PN,326324,675237,16/10/2013,
815,General 1,Tollcross,EH3 9HJ,325234,672860,16/10/2013,
816,General 1,Newington,EH9 3AH,326685,671175,16/10/2013,
817,General 1,Gracemount/Liberton,EH16 6QD,327476,668570,16/10/2013,
818,General 1,The Inch,EH16 5TW,327759,670344,16/10/2013,
819,General 1,Blackhall,EH4 2BQ,322330,674490,16/10/2013,
820,General 1,Leith,EH6 8NW,327044,675697,16/10/2013,
821,General 1,Trinity,EH6 4NR,325850,676420,16/10/2013,
822,General 1,Newhaven,EH6 4TR,325621,677251,16/10/2013,
823,General 1,Southside,EH9 3AA,326627,671435,16/10/2013,
824,General 1,Leith,EH6 6PD,326333,676781,16/10/2013,
825,General 1,Merchiston,EH11 1NB,323946,672108,16/10/2013,
826,General 1,Broughton,EH7 4LS,326264,674822,16/10/2013,
827,General 1,Leith,EH6 5ER,326594,675529,16/10/2013,
828,General 1,Craigentinny,EH7 6NA,328806,674793,16/10/2013,
829,General 1,Oxgangs,EH13 9HE,323515,669149,16/10/2013,
830,General 1,Merchiston,EH11 1NB,323946,672108,16/10/2013,
831,General 1,Southside,EH8 9TL,326318,673235,16/10/2013,
832,General 1,Craigmillar,EH15 3NH,329799,672208,16/10/2013,
833,General 1,Stockbridge,EH4 1JA,324396,674598,16/10/2013,
834,General 1,Dalry,EH11 2DX,323897,672855,16/10/2013,
835,General 1,Leith Walk,EH7 4NT,326228,675019,16/10/2013,
836,General 1,Leith,EH6 8PG,326777,675297,16/10/2013,
837,General 1,Stockbridge,EH3 5AE,324827,674672,16/10/2013,
839,General 1,Murrayfield,EH12 5YR,321405,672878,16/10/2013,
840,General 1,Stockbridge,EH4 1PG,323971,674287,16/10/2013,
841,General 1,Inverleith,EH3 5PR,324368,675957,16/10/2013,
842,General 1,NN not supplied,EH6 5DH,326517,675440,16/10/2013,
843,General 1,Inverleith,EH3 5QH,324829,675604,16/10/2013,
844,General 1,Morningside,EH10 5HQ,324379,671102,16/10/2013,
845,General 1,Juniper Green,EH14 5DY,319536,668673,16/10/2013,
846,General 1,Newington,EH9 1RL,326692,672188,16/10/2013,
847,General 1,Blackhall,EH4 3RS,321596,674497,16/10/2013,
848,General 1,Greenhill/Church Hill,EH10 4BR,324891,671902,16/10/2013,
849,General 1,Craigleith,EH4 3HH,322601,674214,16/10/2013,
850,General 1,Abbeyhill,EH8 8HE,327127,674111,16/10/2013,
851,General 1,Blackhall,EH4 7ST,321195,674911,16/10/2013,
852,General 1,Dalry,EH11 2BJ,324103,673117,16/10/2013,
853,General 1,Corstorphine,EH4 8HH,318921,674365,16/10/2013,
854,General 1,Priestfield,EH16 5JB,327686,671844,16/10/2013,
855,General 1,Gilmerton/Liberton,EH17 7TB,328358,669618,16/10/2013,
856,General 1,Morningside,EH10 5EA,324319,671535,16/10/2013,
857,General 1,Cramond,EH4 6DN,318146,675517,16/10/2013,
858,General 1,Blackhall,EH4 3PN,321139,674401,16/10/2013,
859,General 1,Corstorphine,EH12 6ND,320278,673070,16/10/2013,
860,General 1,Leith,EH6 8AZ,327681,675722,16/10/2013,
861,General 1,Hillside,EH7 5EQ,326803,674547,16/10/2013,
862,General 1,Ravelston,EH4 3LZ,322162,674257,16/10/2013,
863,General 1,Craigentinny/Meadowbank,EH7 6DG,327867,674867,16/10/2013,
864,General 1,Blackhall,EH4 2BQ,322330,674490,16/10/2013,
865,General 1,Oxgangs,EH13 9JQ,323892,669076,16/10/2013,
866,General 1,Ravelston,EH4 3HH,322601,674214,16/10/2013,
867,General 1,Prestonfield,EH16 5EX,327689,671756,16/10/2013,
868,General 1,Colinton Mains,EH13 9AN,322888,669280,16/10/2013,
869,General 1,Newington,EH8 9NZ,326368,672582,16/10/2013,
870,General 1,Leith,EH6 4AT,326343,676587,16/10/2013,
871,General 1,Granton/Inverleith/Pilton,EH5 2PU,323753,676023,16/10/2013,
872,General 1,Granton,EH5 1PB,323308,676882,16/10/2013,
873,General 1,The Grange,EH9 2NZ,326458,671628,16/10/2013,
874,General 1,Newington,EH9 2AY,326848,671729,16/10/2013,
875,General 1,Morningside,EH10 5HZ,324460,670863,16/10/2013,
876,General 1,Currie,Eh14 4AP,317819,669796,16/10/2013,
877,General 1,Merchiston,EH10 5AQ,324147,671818,16/10/2013,
878,General 1,Corstorphine,EH12 6NX,320573,672775,16/10/2013,
879,General 1,Portobello,EH15 2AB,330667,673659,16/10/2013,
880,General 1,Baberton Mains,EH14 3BS,319901,669299,16/10/2013,
881,General 1,Newington,EH16 5NX,326974,671031,16/10/2013,
882,General 1,Silverknowes,EH4 5PQ,321028,675733,16/10/2013,
883,General 1,Leith,EH6 8TA,327077,675677,16/10/2013,
884,General 1,Orchard Brae,EH4 2EP,323502,674494,16/10/2013,
885,General 1,East Craigs,EH4 8BP,318618,674602,16/10/2013,
886,General 1,Leith,EH6 8NT,326863,675546,16/10/2013,
887,General 1,Dalry,EH11 2HF,323676,672891,16/10/2013,
888,General 1,Greenend,EH17 7QH,328198,669441,16/10/2013,
889,General 1,Cameron Toll,EH16 4TF,327772,671187,16/10/2013,
890,General 1,Leith Links,EH6 7EN,327219,676049,16/10/2013,
891,General 1,Leith,EH6 5HY,326813,675995,16/10/2013,
892,General 1,Morningside,EH10 6AA,324507,670823,16/10/2013,
893,General 1,The Jewel,EH15 3RP,330809,672243,16/10/2013,
894,General 1,Newington/The Grange,EH9 2JR,326255,672028,16/10/2013,
895,General 1,Meadows,EH9 1NB,326162,672416,16/10/2013,
896,General 1,Balerno,EH14 7DT,315994,666314,16/10/2013,
897,General 1,Balgreen,EH12 5UQ,321653,672699,16/10/2013,
898,General 1,Morningside,EH10 5LQ,323637,670660,16/10/2013,
899,General 1,Newington,EH9 1SE,327053,671908,16/10/2013,
900,General 1,Church Hill/Greenhill/Morningside,EH10 4DR,324519,671699,16/10/2013,
901,General 1,North Merchiston,EH11 1ED,323845,672425,16/10/2013,
902,General 1,Craigmillar Park,EH9 2DG,326741,671505,16/10/2013,
903,General 1,Leith Links,EH6 8AY,327653,675728,16/10/2013,
904,General 1,Leith,EH6 4AT,326343,676587,16/10/2013,
905,General 1,The Grange,EH9 2DT,325376,671651,16/10/2013,
906,General 1,The Grange,EH9 2JY,325696,671676,16/10/2013,
907,General 1,Portobello,EH15 1LP,330484,673729,16/10/2013,
908,General 1,Morningside,EH10 6EG,324780,670621,16/10/2013,
909,General 1,Craiglockhart,EH14 1AU,323123,671036,16/10/2013,
910,General 1,The Grange,EH9 2LD,325884,671441,16/10/2013,
911,General 1,The Grange,EH9 2LD,325884,671441,16/10/2013,
912,General 1,Polwarth,EH11 1JF,323972,672325,16/10/2013,
913,General 1,Polwarth,EH11 1DT,323698,672266,16/10/2013,
914,General 1,Polwarth,EH11 1LQ,323785,672112,16/10/2013,
915,General 1,Merchiston,EH10 5BJ,323796,671877,16/10/2013,
916,General 1,Blackford,EH9 3HW,325931,670976,16/10/2013,
917,General 1,Bruntsfield,EH10 4JU,324720,672312,16/10/2013,
918,General 1,Stockbridge,EH4 1EA,324174,674518,16/10/2013,
919,General 1,Marchmont,EH9 1ED,325175,672413,16/10/2013,
920,General 1,Craiglockhart,EH14 1JH,322318,670467,16/10/2013,
921,General 1,Bruntsfield,EH10 4EX,324711,672188,16/10/2013,
922,General 1,Juniper Green,EH14 5DS,319692,668663,16/10/2013,
923,General 1,Leith Links,EH6 8AG,327490,675703,16/10/2013,
924,General 1,Leith,EH6 8DA,327480,675438,16/10/2013,
925,General 1,Leith,EH6 8QA,327027,675514,16/10/2013,
926,General 1,Leith,EH6 8AH,327492,675708,16/10/2013,
927,General 1,Leith Links,EH6 7QG,328305,675639,16/10/2013,
928,General 1,Hillside,EH7 5PJ,326927,674606,16/10/2013,
929,General 1,The Grange,EH9 2PR,326019,671163,16/10/2013,
930,General 1,Leith Links,EH6 8AT,327624,675719,16/10/2013,
931,General 1,Leith Links,EH6 8EJ,327664,675602,16/10/2013,
932,General 1,South Gyle,EH12 9JD,318390,672197,16/10/2013,
933,General 1,Liberton,EH16 6HZ,327479,669623,16/10/2013,
934,General 1,Carrick Knowe,EH12 7BW,320775,671990,16/10/2013,
935,General 1,Canonmills,EH7 4DX,325486,674975,16/10/2013,
936,General 1,Wester Hailes,EH14 2RS,319928,670063,16/10/2013,
937,General 1,Leith,EH6 8PN,326883,675292,16/10/2013,
938,General 1,Sciennes,EH9 1NR,326193,672202,16/10/2013,
939,General 1,Leith,EH6 8QN,326891,675459,16/10/2013,
940,General 1,Roseburn,EH12 5PL,322781,672899,16/10/2013,
941,General 1,NN not supplied,EH6 6DR,327061,676277,16/10/2013,
942,General 1,Morningside,EH10 5NX,324362,670785,16/10/2013,
943,General 1,Portobello,EH15 1PT,330107,673144,16/10/2013,
944,General 1,Leith,EH6 4AJ,326319,676473,16/10/2013,
945,General 1,Hillside,EH7 5JX,326371,674683,16/10/2013,
946,General 1,Hillside,EH7 5PG,326789,674771,16/10/2013,
947,General 1,Leith,EH6 8HN,327145,675818,16/10/2013,
948,General 1,Portobello,EH15 2QW,331321,673132,16/10/2013,
949,General 1,Leith,EH7 5PJ,326927,674606,16/10/2013,
950,General 1,Sciennes,EH9 1NU,326103,672210,16/10/2013,
951,General 1,New Town,EH3 6LJ,325445,674496,16/10/2013,
952,General 1,Leith,EH6 4HG,325995,676653,16/10/2013,
953,General 1,Tollcross,EH3 9JY,325017,672796,16/10/2013,
954,General 1,Leith,EH7 5QX,327203,674824,16/10/2013,
955,General 1,NN not supplied,EH16 6JJ,327594,669584,16/10/2013,
956,General 1,Easter Road,EH7 5QX,327203,674824,16/10/2013,
957,General 1,Leith,EH6 4SH,325598,676865,16/10/2013,
958,General 1,Trinity,EH5 3DB,325178,676765,16/10/2013,
959,General 1,Pilrig,EH6 5AJ,326476,675224,16/10/2013,
960,General 1,South Queensferry/Dalmeny,EH30 9TX,314232,677268,16/10/2013,
961,General 1,Trinity,EH5 3DB,325178,676765,16/10/2013,
962,General 1,Greenhill,EH10 4BS,324908,672045,16/10/2013,
963,General 1,Mortonhall,EH17 8SS,327089,668169,16/10/2013,
964,General 1,Leith,EH6 7AD,327114,676026,16/10/2013,
965,General 1,The Grange,EH9 2JD,325844,671909,16/10/2013,
966,General 1,Newington,EH9 3EQ,326462,671201,16/10/2013,
967,General 1,Leith,EH6 4AX,326248,676574,16/10/2013,
968,General 1,Bellevue,EH7 4DU,325601,674894,16/10/2013,
969,General 1,Juniper Green,EH14 5EW,319447,668417,16/10/2013,
970,General 1,Pilton,EH4 4BE,322491,675791,16/10/2013,
971,General 1,Leith,EH6 7NE,327967,675754,16/10/2013,
972,General 1,Leith,EH6 8EX,327662,675463,16/10/2013,
973,General 1,Marchmont,EH9 1JB,325560,672441,16/10/2013,
974,General 1,Leith,EH6 8EY,327653,675391,16/10/2013,
975,General 1,Leith,EH6 5DB,326555,675357,16/10/2013,
976,General 1,Western Harbour,EH6 6PF,325959,677740,16/10/2013,
977,General 1,Goldenacre,EH5 3AN,324984,676094,16/10/2013,
978,General 1,South Queensferry,EH30 9WA,313598,677521,16/10/2013,
979,General 1,South Queensferry,EH30 9QD,313457,677801,16/10/2013,
980,General 1,South Queensferry,EH30 9NF,312799,678024,16/10/2013,
981,General 1,South Queensferry,EH30 9QN,313424,677632,16/10/2013,
982,General 1,Corstorphine,EH12 7TY,319499,672883,16/10/2013,
983,General 1,Marchmont,EH9 1JB,325560,672441,16/10/2013,
984,General 1,Elm Row,EH7 4AH,326284,674718,16/10/2013,
985,General 1,Newington,EH9 1QX,326355,672320,16/10/2013,
986,General 1,Tollcross,EH3 9QN,324718,672877,16/10/2013,
987,General 1,Craiglockhart,EH14 1DF,322666,670878,16/10/2013,
988,General 1,Newington,EH9 2NW,326419,671752,16/10/2013,
989,General 1,West Mains/Mayfield,EH9 3DG,326391,670860,16/10/2013,
990,General 1,Colinton,EH13 0QR,320985,668767,16/10/2013,
992,General 1,New Town,EH3 6RD,325047,674552,16/10/2013,
993,General 1,Willowbrae,EH8 7HZ,328619,673710,16/10/2013,
994,General 1,Meadows,EH9 1LH,325739,672392,16/10/2013,
995,General 1,Leith,EH6 5EY,326891,675921,16/10/2013,
996,General 1,Fountainbridge,EH11 1HB,323930,672393,16/10/2013,
997,General 1,Barnton,EH4 6AP,320371,675577,16/10/2013,
998,General 1,Abbeyhill,EH7 5SU,327231,674434,16/10/2013,
999,General 1,Dalry,EH11 2LH,323509,672571,16/10/2013,
1000,General 1,Ravelston,EH4 3DX,323344,673908,16/10/2013,
1001,General 1,Leith,EH6 4AT,326343,676587,16/10/2013,
1002,General 1,Greenbank,EH10 5RU,323768,670010,16/10/2013,
1003,General 1,Newington/Liberton,EH16 5QJ,327003,670769,16/10/2013,
1004,General 1,Redhall,EH14 2HA,321599,670852,16/10/2013,
1005,General 1,Leith,EH6 5JD,326702,676134,16/10/2013,
1006,General 1,Northfield,EH8 7QW,329204,673502,16/10/2013,
1007,General 1,Gilmerton,EH17 7HA,328437,669279,16/10/2013,
1008,General 1,The Grange,EH9 2EG,326066,671576,16/10/2013,
1009,General 1,East Craigs,EH12 8UJ,318271,673893,16/10/2013,
1010,General 1,Currie,EH14 5HT,318723,668130,16/10/2013,
1011,General 1,NN not supplied,EH9 1HG,325590,672275,16/10/2013,
1012,General 1,Fairmilehead,EH10 6TB,324045,668553,16/10/2013,
1013,General 1,Newington,EH16 5BL,326687,672599,16/10/2013,
1014,General 1,NN not supplied,EH9 3BP,326444,671044,16/10/2013,
1015,General 1,Bruntsfield,EH10 4ED,324653,672071,16/10/2013,
1016,General 1,Marchmont,EH9 1BS,325403,672222,16/10/2013,
1017,General 1,Marchmont,EH9 1BH,325432,672092,16/10/2013,
1018,General 1,Montgomery Park,EH7 5EQ,326803,674547,16/10/2013,
1019,General 1,Bruntsfield,EH10 4JF,324640,672223,16/10/2013,
1020,General 1,Craigmillar,EH16 4AB,328515,671495,16/10/2013,
1021,General 1,Liberton,EH16 6XQ,327448,670089,16/10/2013,
1022,General 1,New Town,EH3 6PS,325480,674682,16/10/2013,
1023,General 1,Clovenstone,EH14 3BQ,320339,669420,16/10/2013,
1024,General 1,Morningside,EH10 5HQ,324379,671102,16/10/2013,
1025,General 1,East Pilton,EH5 2GH,323634,676099,16/10/2013,
1026,General 1,Newhaven,EH6 4QF,325722,676711,16/10/2013,
1027,General 1,Leith,EH6 8RF,326741,675228,16/10/2013,
1028,General 1,Southside,EH16 5BP,326595,672557,16/10/2013,
1029,General 1,Slateford,EH14 1QP,322450,671508,16/10/2013,
1030,General 1,Leith,EH6 4AR,326423,676599,16/10/2013,
1031,General 1,Tollcross,EH3 9LR,324997,672732,16/10/2013,
1032,General 1,South Queensferry,EH30 9NF,312799,678024,16/10/2013,
1033,General 1,Ratho,EH28 8PD,314303,670844,16/10/2013,
1034,General 1,Currie,EH14 5JS,318741,668183,16/10/2013,
1035,General 1,New Town,EH3 6LJ,325445,674496,16/10/2013,
1036,General 1,Leith,EH5 3ED,324888,676987,16/10/2013,
1037,General 1,Merchiston,EH10 5AT,324069,672055,16/10/2013,
1038,General 1,Inverleith,EH5 2PU,323753,676023,16/10/2013,
1039,General 1,The Inch,EH16 5RW,327852,670445,16/10/2013,
1040,General 1,Bonnington,EH6 5QJ,325962,676111,16/10/2013,
1041,General 1,Hillside,EH7 5ET,326747,674605,16/10/2013,
1042,General 1,Oxgangs,EH13 9JG,323849,669029,16/10/2013,
1043,General 1,Granton Harbour,EH5 1GH,323690,677411,16/10/2013,
1044,General 1,Blackhall,EH4 2BU,322128,674640,16/10/2013,
1045,General 1,Balerno,EH14 7BH,315924,666174,16/10/2013,
1046,General 1,Balerno,EH14 7EL,316409,665869,16/10/2013,
1047,General 1,Canonmills,EH7 4JB,325758,675367,16/10/2013,
1048,General 1,Corstorphine,EH12 8WU,319816,673830,16/10/2013,
1050,General 1,Trinity,EH5 3QW,324358,676175,16/10/2013,
1051,General 1,Stockbridge,EH4 1QE,324308,674149,16/10/2013,
1052,General 1,Blackhall,EH4 7TB,320923,674570,16/10/2013,
1053,General 1,Leith,EH6 6AJ,327099,676117,16/10/2013,
1054,General 1,Lochend,EH6 8BY,327469,675379,16/10/2013,
1055,General 1,Leith Walk,EH6 8PF,326722,675312,16/10/2013,
1056,General 1,Bonnington,EH6 5PU,326132,675794,16/10/2013,
1057,General 1,Leith,EH6 7HD,327515,676264,16/10/2013,
1058,General 1,Abbeyhill,EH7 5BA,327080,674514,16/10/2013,
1059,General 1,East Craigs/Drum Brae,EH12 8XW,318951,674018,16/10/2013,
1060,General 1,Prestonfield,EH16 5EA,327369,671683,16/10/2013,
1061,General 1,Broughton,EH7 4ND,326105,675098,16/10/2013,
1062,General 1,Stenhouse,EH11 3HA,321009,671914,16/10/2013,
1063,General 1,Bruntsfield,EH10 4EN,324506,672179,16/10/2013,
1064,General 1,Broughton Road,EH7 4JL,325738,675262,16/10/2013,
1065,General 1,West Pilton,EH4 4HR,322133,676383,16/10/2013,
1066,General 1,Meadowbank,EH8 7AH,327964,674096,16/10/2013,
1067,General 1,Gorgie/Slateford,EH11 1AH,322973,672071,16/10/2013,
1068,General 1,City Centre,EH2 2ND,325177,673936,16/10/2013,
1069,General 1,Mountcastle,EH8 7SR,329328,673842,16/10/2013,
1070,General 1,Morningside,EH10 5HJ,324411,671080,16/10/2013,
1071,General 1,Bruntsfield,EH10 4DQ,324527,672001,16/10/2013,
1072,General 1,London Road,EH7 5ED,326643,674597,16/10/2013,
1073,General 1,Colinton,EH14 2JW,321078,670054,16/10/2013,
1074,General 1,Wardie Bay,EH5 1ER,324250,677014,16/10/2013,
1075,General 1,Greenbank,EH10 5SE,323607,669840,16/10/2013,
1076,General 1,Easter Road/Hillside,EH7 5RN,327013,674679,16/10/2013,
1077,General 1,Bonnington,EH6 5JJ,326367,676066,16/10/2013,
1078,General 1,Oxgangs,EH13 9HU,323761,669243,16/10/2013,
1079,General 1,The Shore,EH6 6EP,326961,676539,16/10/2013,
1080,General 1,Broomhouse,EH11 3RG,320402,671419,16/10/2013,
1081,General 1,Haymarket,EH3 8AH,324211,672991,16/10/2013,
1082,General 1,Leith,EH7 5LH,326634,675004,16/10/2013,
1083,General 1,South Queensferry,EH30 9QH,313336,677669,16/10/2013,
1084,General 1,Trinity,EH5 3JH,324756,676883,16/10/2013,
1085,General 1,Leith,EH6 8SE,326587,675135,16/10/2013,
1086,General 1,Easter Road,EH7 5RN,327013,674679,16/10/2013,
1088,General 1,Old Town/Grassmarket,EH1 2RX,325165,673279,16/10/2013,
1090,General 1,Tollcross,EH3 9JF,325027,672971,16/10/2013,
1091,General 1,Stockbridge,EH4 1AN,323946,674749,16/10/2013,
1092,General 1,Shandon,EH11 1RY,323276,671844,16/10/2013,
1093,General 1,Leith,EH6 8PW,326900,675263,16/10/2013,
1094,General 1,Liberton,EH16 5SQ,327930,670236,16/10/2013,
1095,General 1,Prestonfield,EH16 5EG,327532,671812,16/10/2013,
1097,General 1,Stockbridge,EH4 2DP,323447,674564,16/10/2013,
1098,General 1,Portobello,EH15 1BG,330316,674008,16/10/2013,
1099,General 1,Dalry,EH11 2BY,324105,673020,16/10/2013,
1100,General 1,Leith,EH6 5EQ,326735,675509,16/10/2013,
1101,General 1,Leith Walk,EH6 8QD,326932,675472,16/10/2013,
1102,General 1,Brunstane,EH15 3AE,330910,673194,16/10/2013,
1103,General 1,Marchmont,EH9 1EB,325127,672402,16/10/2013,
1104,General 1,Balerno,EH14 7EP,316138,665502,16/10/2013,
1105,General 1,Craiglockhart,EH14 1DZ,322094,669830,16/10/2013,
1106,General 1,Edinburgh,EH7 5ET,326747,674605,16/10/2013,generic
1107,General 1,Trinity,EH6 4QY,325632,676057,16/10/2013,
1108,General 1,Liberton,EH16 6DF,327553,669828,16/10/2013,
1109,General 1,NN not supplied,EH28 8PS,313198,672573,16/10/2013,
1110,General 1,Bellevue,EH7 4LY,326283,675024,16/10/2013,
1111,General 1,Polwarth,EH11 1HR,324009,672320,16/10/2013,
1112,General 1,Leith,EH6 8LA,327181,675211,16/10/2013,
1113,General 1,Polwarth,EH11 1DT,323698,672266,16/10/2013,
1114,General 1,Meadowbank,EH8 7EA,328008,674045,16/10/2013,
1115,General 1,The Murrays,EH17 8UG,328429,668056,16/10/2013,
1116,General 1,South Queensferry,EH30 9NG,312833,678061,16/10/2013,
1117,General 1,The Grange,EH9 2HH,325404,671202,16/10/2013,
1118,General 1,Leith,EH6 5HD,326844,675802,16/10/2013,
1119,General 1,Craigleith,EH4 2NR,322718,674732,16/10/2013,
1120,General 1,Leith Links,EH6 8BA,327707,675746,16/10/2013,
1121,General 1,Bruntsfield,EH3 9NL,324635,672596,16/10/2013,
1122,General 1,Corstorphine,EH12 9EW,318777,672002,16/10/2013,
1123,General 1,Trinity,EH5 3AH,325121,676176,16/10/2013,
1124,General 1,Dalry,EH11 2HY,323632,672791,16/10/2013,
1125,General 1,East Craigs,EH12 8AR,318333,673525,16/10/2013,
1126,General 1,Sighthill,EH11 4NY,319643,670511,16/10/2013,
1127,General 1,Canonmills,EH3 5EH,325358,674896,16/10/2013,
1128,General 1,Colinton,EH14 1EF,322201,669715,16/10/2013,
1129,General 1,Currie,EH14 5JB,318803,668371,16/10/2013,
1131,General 1,Southhouse,EH17 8EU,327783,667822,16/10/2013,
1132,General 1,Leith,EH6 6JA,327010,676553,16/10/2013,
1133,General 1,Duddingston,EH15 1RX,329643,673028,16/10/2013,
1134,General 1,South Edinburgh,EH17 8UL,328239,667879,16/10/2013,generic
1135,General 1,Warriston,EH3 5NL,325013,675550,16/10/2013,
1136,General 1,Oxgangs,EH13 9JA,323461,668947,16/10/2013,
1137,General 1,Duddingston,EH15 1PE,330214,673026,16/10/2013,
1138,General 1,Stockbridge,EH3 5BE,324903,674756,16/10/2013,
1139,General 1,Portobello,EH15 2BD,330736,673880,16/10/2013,
1140,General 1,Shandon,EH11 1RP,323309,671455,16/10/2013,
1141,General 1,Abbeyhill,EH8 8HE,327127,674111,16/10/2013,
1142,General 1,Colinton,EH13 0HX,320788,668599,16/10/2013,
1143,General 1,Shandon,EH11 1LS,323515,672026,16/10/2013,
1144,General 1,New Town,EH3 6PZ,325420,674723,16/10/2013,
1145,General 1,Kirkliston,EH29 9HG,311982,674852,16/10/2013,
1147,General 1,Cameron Toll,EH16 5XG,327384,671296,16/10/2013,
1148,General 2,Newington,EH8 9PL,326511,672528,31/10/2013,
1149,General 2,Southside,EH16 5XW,326671,672684,31/10/2013,
1150,General 2,Leith,EH6 4AL,326350,676485,31/10/2013,
1151,General 2,Newington,EH9 1SZ,326573,672019,31/10/2013,
1152,General 2,Southside,EH16 5AA,326644,672316,31/10/2013,
1153,General 2,Newington,EH9 1QW,326512,672286,31/10/2013,
1154,General 2,Southside,Eh8 9qr,326422,672810,31/10/2013,
1155,General 2,Newington,EH16 5XR,326724,672671,31/10/2013,
1156,General 2,Southside,EH16 5XW,326671,672684,31/10/2013,
1157,General 2,Kirkliston,EH29 9EY,311767,674820,31/10/2013,
1158,General 2,Learmonth Gardens,EH4 1HB,323970,674429,31/10/2013,
1159,General 2,Currie,EH14 5HT,318723,668130,31/10/2013,
1160,General 2,Leith/Leith Links,EH6 7LY,327779,675802,31/10/2013,
1161,General 2,Morningside,EH10 5JB,324381,670916,31/10/2013,
1162,General 2,Portobello/Duddingston,EH15 3PQ,330142,672673,31/10/2013,
1163,General 2,Portobello,eh15 3ae,330910,673194,31/10/2013,
1164,General 2,Bruntsfield,EH10 4LW,324482,672474,31/10/2013,
1165,General 2,Gorgie/Dalry,EH11 2EL,323551,672763,31/10/2013,
1166,General 2,Duddingston,EH15 1PL,329935,672896,31/10/2013,
1167,General 2,Willowbrae,EH8 7NP,329087,673078,31/10/2013,
1168,General 2,Leith Links,EH6 8AR,327594,675673,31/10/2013,
1169,General 2,Crewe,EH5 2LJ,322995,676290,31/10/2013,
1170,General 2,Davidson's Mains,EH4 5BE,320741,675337,31/10/2013,
1171,General 2,Leith,EH6 8BG,327825,675601,31/10/2013,
1173,General 2,Newington,EH16 5BS,326733,672358,31/10/2013,
1174,General 2,The Inch,EH16 6XN,327376,670020,31/10/2013,
1175,General 2,Sciennes,EH9 1PB,325974,672421,31/10/2013,
1176,General 2,The Grange,EH9 2EP,326292,671746,31/10/2013,
1177,General 2,Pilrig,EH6 5DJ,326502,675462,31/10/2013,
1178,General 2,Shandon,eh11 1sw,323254,671701,31/10/2013,
1179,General 2,Broughton,EH7 4LA,325858,675271,31/10/2013,
1180,General 2,Newington,EH16 5PN,327199,671148,31/10/2013,
1181,General 2,Leith,eh6 6hj,326554,676493,31/10/2013,
