Record Id,Data Source,Allocated  NN,Pcode,Xcord,Ycord,Last  Modified,Generic Geography/Street name?
1564,General 2,Portobello,EH15 2EN,331437,673504,31/10/2013,
1565,General 2,Gilmerton,EH17 8LR,328575,668607,31/10/2013,
1566,General 2,Broughton,EH3 6PE,325778,674564,31/10/2013,
1567,General 2,East Craigs,EH12 8XP,318649,673965,31/10/2013,
1568,General 2,Haymarket,EH3 8DX,324244,673023,31/10/2013,
1569,General 2,Currie,EH14 5NB,318172,668318,31/10/2013,
1570,General 2,South Queensferry,EH30 9RA,312832,678440,31/10/2013,
1571,General 2,Cramond,EH4 6LQ,318147,675632,31/10/2013,
1572,General 2,Blackhall,EH4 7EE,320781,674549,31/10/2013,
1573,General 2,Polwarth,EH11 1JY,323926,672274,31/10/2013,
1574,General 2,Liberton,EH16 6WB,327997,669435,31/10/2013,
1575,General 2,Lochend,EH7 6LB,327772,675185,31/10/2013,
1576,General 2,Trinity,EH5 3QN,324349,676079,31/10/2013,
1577,General 2,Forth,EH5 2NE,322902,675953,31/10/2013,
1578,General 2,Barnton,EH4 6DL,318397,675497,31/10/2013,
1579,General 2,Hillside,Eh7 5EJ,326850,674493,31/10/2013,
1580,General 2,Strathalmond,EH4 8AJ,317841,675026,31/10/2013,
1581,General 2,Comely Bank,EH4 2UP,323587,674245,31/10/2013,
1582,General 2,Stockbridge,EH4 1PD,323820,674351,31/10/2013,
1583,General 2,Marchmont,EH9 1HX,325439,672298,31/10/2013,
1585,General 2,Leith Links,EH6 8AW,327545,675716,31/10/2013,
1586,General 2,Portobello,EH15 2LU,331874,673305,31/10/2013,
1587,General 2,South Queensferry,EH30 9XN,312091,678142,31/10/2013,
1588,General 2,Leith,EH6 8SP,326720,675164,31/10/2013,
1589,General 2,Portobello,EH8 7rf,329530,673537,31/10/2013,
1590,General 2,Portobello,EH15 1EB,330009,674452,31/10/2013,
1591,General 2,Leith,EH6 4ET,326162,676345,31/10/2013,
1592,General 2,Easter Road,EH7 5QU,327185,674904,31/10/2013,
1593,General 2,Ratho,EH28 8QU,313433,671486,31/10/2013,
1594,General 2,Cammo,EH4 8BZ,318092,675024,31/10/2013,
1595,General 2,Cramond,EH4 6RA,318332,676207,31/10/2013,
1596,General 2,Cammo,EH4 8EX,317891,674772,31/10/2013,
1597,General 2,Barnton,EH4 6BD,318164,675169,31/10/2013,
1598,General 2,Leith,EH6 8QU,326797,675468,31/10/2013,
1599,General 2,Barnton,EH4 6DH,318037,675603,31/10/2013,
1600,General 2,West End,EH3 7DD,324243,673435,31/10/2013,
1601,General 2,Colinton,Eh13 0bh,321882,668943,31/10/2013,
1602,General 2,Tollcross,Eh4 6px,318904,676319,31/10/2013,
1603,General 2,Cramond,EH4 6NT,318908,676844,31/10/2013,
1604,General 2,Fountainbridge,Eh3 8dd,324482,673060,31/10/2013,
1605,General 2,Morningside,Eh10 6bl,324991,670902,31/10/2013,
1606,General 2,Greenbank,Eh10 5ta,323959,669520,31/10/2013,
1607,General 2,Davidson's Mains,EH4 6AJ,320231,675544,31/10/2013,
1608,General 2,Cramond,EH4 6DJ,318212,675561,31/10/2013,
1609,General 2,Bonnington,eh6 5tb,325926,676031,31/10/2013,
1610,General 2,Barnton,eh4 8an,317822,674750,31/10/2013,
1611,General 2,Kirkliston,EH29 9AX,312531,674358,31/10/2013,
1612,General 2,Barnton/Cramond,EH4 6DW,317952,675627,31/10/2013,
1613,General 2,Broomhall,eh12 7pj,319697,672217,31/10/2013,
1614,General 2,NN not supplied,Eh4 6bd,318164,675169,31/10/2013,
1615,General 2,Barnton,EH4 6HJ,319040,675160,31/10/2013,
1616,General 2,Cramond,EH4 6BQ,318342,675184,31/10/2013,
1617,General 2,Polwarth/Fountainbridge,eh11 1ed,323845,672425,31/10/2013,
1618,General 2,Cramond,EH4 6PR,318861,676328,31/10/2013,
1619,General 2,Broughton,EH7 4HU,325670,675021,31/10/2013,
1620,General 2,Barnton/Braehead,Eh4 6at,318280,675042,31/10/2013,
1622,General 2,Cramond,EH4 6RQ,318516,675691,31/10/2013,
1623,General 2,Barnton,Eh4 8AP,317601,675134,31/10/2013,
1624,General 2,Polwarth,eh11 1ea,323781,672460,31/10/2013,
1625,General 2,Cramond,EH4 6GX,318430,675933,31/10/2013,
1626,General 2,Cramond,eh4 6jy,318193,675970,31/10/2013,
1627,General 2,Cramond,EH4 6NZ,319076,676681,31/10/2013,
1628,General 2,Barnton,EH4 6RQ,318516,675691,31/10/2013,
1629,General 2,Fountainbridge,eh3 9pl,324288,672472,31/10/2013,
1630,General 2,Leith,EH6 5RW,326549,676276,31/10/2013,
1631,General 2,Cramond,EH4 6RD,318274,675936,31/10/2013,
1632,General 2,Trinity,EH5 3DL,325256,676662,31/10/2013,
1633,General 2,Stockbridge,EH3 5AQ,324826,674564,31/10/2013,
1634,General 2,Barnton/Cramond,eh4 6rd,318274,675936,31/10/2013,
1635,General 2,Newington,EH9 2DG,326741,671505,31/10/2013,
1636,General 2,Barnton,EH4 6QW,318323,675407,31/10/2013,
1637,General 2,Cramond,EH4 6PX,318904,676319,31/10/2013,
1638,General 2,Barnton,EH4 6HQ,319430,675111,31/10/2013,
1639,General 2,Cramond,EH4 6RB,318412,676243,31/10/2013,
1640,General 2,Barnton,EH4 8HD,318281,674776,31/10/2013,
1641,General 2,Barnton,EH4 6DL,318397,675497,31/10/2013,
1642,General 2,Strathalmond,eh4 8ag,317896,675104,31/10/2013,
1644,General 2,Cammo,EH4 8EX,317891,674772,31/10/2013,
1645,General 2,Barnton/Cramond,EH4 6BG,318399,675211,31/10/2013,
1646,General 2,Newington,EH9 3BS,326616,671168,31/10/2013,
1647,General 2,Morningside,EH10 4QX,324601,671135,31/10/2013,
1648,General 2,Corstorphine,EH12 8JN,318618,673053,31/10/2013,
1649,General 2,Newhaven,EH6 4JS,325723,676835,31/10/2013,
1651,General 2,Barnton,EH4 8EJ,318455,674824,31/10/2013,
1652,General 2,Cramond,EH4 6NZ,319076,676681,31/10/2013,
1653,General 2,Cramond,eh4 6pz,318993,676345,31/10/2013,
1654,General 2,Shandon,EH11 1QL,323161,671919,31/10/2013,
1656,General 2,Abbeyhill/Easter Road,eh7 5aw,326932,674427,31/10/2013,
1657,General 2,Hillside,EH7 5ED,326643,674597,31/10/2013,
1658,General 2,Corstorphine,EH12 7AL,320482,672631,31/10/2013,
1659,General 2,Polwarth,eh11 1ht,323970,672366,31/10/2013,
1660,General 2,Leith,EH6 7PR,328176,675582,31/10/2013,
1661,General 2,Abbeyhill,EH7 5BA,327080,674514,31/10/2013,
1662,General 2,Holy Corner,EH10 4DP,324523,671844,31/10/2013,
1663,General 2,Pilton,EH5 2GJ,323702,676247,31/10/2013,
1664,General 2,Colinton Mains,EH13 9AU,323154,669223,31/10/2013,
1665,General 2,Trinity,EH5 3AF,325174,676142,31/10/2013,
1666,General 2,Trinity,EH5 1AE,324081,676839,31/10/2013,
1667,General 2,Willowbrae,EH8 7JU,328842,673606,31/10/2013,
1668,General 2,Duddingston,EH15 1RF,329719,672857,31/10/2013,
1669,General 2,Cramond,EH4 6QS,319331,676545,31/10/2013,
1670,General 2,Stockbridge,EH4 1HR,324578,674735,31/10/2013,
1671,General 2,Newhaven,EH6 4DD,326165,676228,31/10/2013,
1672,General 2,Stockbridge,EH4 1JH,324302,674662,31/10/2013,
1673,General 2,Cramond,EH4 6PN,318807,676376,31/10/2013,
1674,General 2,New Town,EH3 6PZ,325420,674723,31/10/2013,
1675,General 2,Broomhouse,EH11 3TP,319997,670989,31/10/2013,
1676,General 2,Blackford,EH9 3EU,326078,670915,31/10/2013,
1678,General 2,Portobello/Craigentinny,EH7 6TB,329251,674436,31/10/2013,
1679,General 2,City Centre,EH7 4AW,326143,674753,31/10/2013,
1680,General 2,Barnton,EH4 6AZ,318097,675358,31/10/2013,
1681,General 2,Barnton/Braehead,EH4 6BD,318164,675169,31/10/2013,
1682,General 2,Comiston,EH10 6NR,324287,669184,31/10/2013,
1683,General 2,South Edinburgh,EH13 9AU,323154,669223,31/10/2013,generic
1684,General 2,Leith,EH7 4BW,325882,674691,31/10/2013,
1685,General 2,Sighthill,EH11 4PG,319816,670646,31/10/2013,
1686,General 2,Cramond,EH4 6RL,318703,675904,31/10/2013,
1687,General 2,Fountainbridge,EH3 8DG,324504,672966,31/10/2013,
1688,General 2,Barnton,EH4 6RL,318703,675904,31/10/2013,
1690,General 2,Portobello,EH15 2BD,330736,673880,31/10/2013,
1691,General 2,West End,EH3 7PY,324233,673890,31/10/2013,
1692,General 2,Currie,EH14 5RW,317403,667963,31/10/2013,
1693,General 2,Corstorphine,EH12 7TD,319550,672552,31/10/2013,
1694,General 2,Edinburgh,EH12 9HU,319070,672115,31/10/2013,generic
1695,General 2,North Edinburgh,EH4 4TN,321418,676117,31/10/2013,generic
1696,General 2,Cramond,EH4 6DL,318397,675497,31/10/2013,
1697,General 2,Corstorphine,eh12 7ty,319499,672883,31/10/2013,
1698,General 2,Blackford,Eh9 3ey,326183,670872,31/10/2013,
1699,General 2,The Grange,EH9 2PG,325922,671346,31/10/2013,
1700,General 2,Corstorphine,EH12 7TY,319499,672883,31/10/2013,
1701,General 2,Portobello,EH7 6TQ,329634,674324,31/10/2013,
1702,General 2,Leith,EH6 8DF,327598,675469,31/10/2013,
1703,General 2,Lochend/Leith,EH7 6DX,327926,675064,31/10/2013,
1704,General 2,Liberton,EH16 6HZ,327479,669623,31/10/2013,
1705,General 2,East Craigs,EH12 8YH,318548,674324,31/10/2013,
1706,General 2,Corstorphine,eh12 7xp,320304,672778,31/10/2013,
1707,General 2,Southside,EH16 5XW,326671,672684,31/10/2013,
1708,General 2,Barnton,EH4 6DL,318397,675497,31/10/2013,
1709,General 2,Meadowbank,EH8 7AR,327924,674165,31/10/2013,
1710,General 2,Currie,EH14 5JT,318454,668199,31/10/2013,
1711,General 2,Morningside,EH10 6EL,324412,670395,31/10/2013,
1712,General 2,Wester Hailes,EH14 2ST,319781,669989,31/10/2013,
1713,General 2,Roseburn,EH12 5NR,322919,673084,31/10/2013,
1714,General 2,Strathalmond/Cammo,EH4 8AE,317821,675094,31/10/2013,
1715,General 2,NN not supplied,EH4 6LH,318054,675683,31/10/2013,
1716,General 2,Dalry,EH11 2HY,323632,672791,31/10/2013,
1717,General 2,Cramond,EH4 6PS,318785,676186,31/10/2013,
1718,General 2,Leith,eh6 5ey,326891,675921,31/10/2013,
1719,General 2,Blackhall,EH4 3PN,321139,674401,31/10/2013,
1720,General 2,North Fettes,EH5 2GE,323431,676045,31/10/2013,
1721,General 2,The Shore,eh6 6qb,326997,676726,31/10/2013,
1722,General 2,Portobello,EH15 1BE,330232,673915,31/10/2013,
1723,General 2,Cramond,EH4 6DJ,318212,675561,31/10/2013,
1724,General 2,Cammo,Eh4 8eu,317979,674910,31/10/2013,
1725,General 2,Corstorphine,EH12 6LL,320366,673386,31/10/2013,
1726,General 2,Braehead/Barnton,Eh4 6BD,318164,675169,31/10/2013,
1727,General 2,South Queensferry,EH30 9LZ,312772,677819,31/10/2013,
1728,General 2,Cammo,EH4 8HD,318281,674776,31/10/2013,
1729,General 2,Hillside,EH7 5PP,326953,674781,31/10/2013,
1730,General 2,Gorgie/Dalry,EH11 2JZ,323535,672449,31/10/2013,
1731,General 2,Leith,eh6 6ds,327020,676186,31/10/2013,
1732,General 2,Baberton,EH14 3EN,319923,669130,31/10/2013,
1733,General 2,Cramond,EH4 6LP,318411,676101,31/10/2013,
1734,General 2,Barnton,Eh4 8ey,317972,674782,31/10/2013,
1735,General 2,Blackford,EH9 3HS,325633,670998,31/10/2013,
1736,General 2,NN not supplied,EH4 6RL,318703,675904,31/10/2013,
1737,General 2,Blackhall,eh4 2bq,322330,674490,31/10/2013,
1738,General 2,Fairmilehead,EH10 6QN,324736,668709,31/10/2013,
1739,General 2,Marchmont,EH9 1EW,325221,672356,31/10/2013,
1740,General 2,Cramond,EH4 6JX,318346,676056,31/10/2013,
1741,General 2,Leith,EH6 6ET,326821,676511,31/10/2013,
1742,General 2,Barnton,EH4 6HN,319203,675125,31/10/2013,
1743,General 2,Swanston,EH10 7DS,323943,667481,31/10/2013,
1744,General 2,Cramond,EH4 6NZ,319076,676681,31/10/2013,
1745,General 2,Cramond,EH4 6LN,318183,675758,31/10/2013,
1746,General 2,Morningside,Eh10 5pe,324194,670476,31/10/2013,
1747,General 2,Corstorphine,EH12 8RA,320042,673256,31/10/2013,
1748,General 2,Barnton,Eh4 6LG,318310,675723,31/10/2013,
1749,General 2,Willowbrae,EH8 7DL,328240,673998,31/10/2013,
1750,General 2,Barnton,EH4 6EN,318994,675056,31/10/2013,
1751,General 2,Hillside,EH7 5PP,326953,674781,31/10/2013,
1752,General 2,Comiston/Fairmilehead,EH10 6NE,324107,669036,31/10/2013,
1753,General 2,NN not supplied,Eh4 6ra,318332,676207,31/10/2013,
1754,General 2,Trinity,Eh5 3ee,324957,676962,31/10/2013,
1755,General 2,Trinity,Eh5 3ed,324888,676987,31/10/2013,
1756,General 2,Cramond,EH4 6PN,318807,676376,31/10/2013,
1757,General 2,Trinity,Eh5 3de,325141,676677,31/10/2013,
1758,General 2,Davidson's Mains,EH4 6AL,320165,675597,31/10/2013,
1759,General 2,Barnton,EH4 6QN,318294,675305,31/10/2013,
1760,General 2,Barnton,EH4 6HN,319203,675125,31/10/2013,
1761,General 2,Davidson's Mains,EH4 6JJ,319678,675509,31/10/2013,
1762,General 2,Leith/Easter Road,EH7 5PP,326953,674781,31/10/2013,
1763,General 2,Barnton,EH4 6DE,318859,675707,31/10/2013,
1764,General 2,Cramond/Barnton,EH4 6DD,318486,675359,31/10/2013,
1766,General 2,Cramond,EH4 6PN,318807,676376,31/10/2013,
1767,General 2,Barnton,EH4 6HH,319154,675148,31/10/2013,
1768,General 2,Leith,eh6 6nh,326338,676903,31/10/2013,
1769,General 2,NN not supplied,EH17 7HL,329255,669462,31/10/2013,
1770,General 2,Granton,eh5 2ht,323585,676411,31/10/2013,
1771,General 2,Ratho,EH28 8RF,313738,670574,31/10/2013,
1772,General 2,Leith/Trinity,EH6 4QT,325698,676153,31/10/2013,
1773,General 2,The Shore,eh6 6ej,326870,676488,31/10/2013,
1774,General 2,Kingsknowe,Eh14 2LU,321575,670092,31/10/2013,
1775,General 2,Moredun,EH17 7EX,328920,669496,31/10/2013,
1776,General 2,Craighouse,EH10 5LQ,323637,670660,31/10/2013,
1777,General 2,NN not supplied,EH10 5LQ,323637,670660,31/10/2013,
1778,General 2,Leith,EH6 5RL,326532,676203,31/10/2013,
1779,General 2,Leith/The Shore,Eh6 6ep,326961,676539,31/10/2013,
1780,General 2,Lorne/Leith,EH6 8SQ,326644,675133,31/10/2013,
1781,General 2,Ratho,EH28 8RB,313902,670747,31/10/2013,
1782,General 2,Leith,EH6 4AQ,326322,676378,31/10/2013,
1783,General 2,Ratho,Eh28 8jt,314327,671064,31/10/2013,
1784,General 2,Morningside,Eh10 5py,323694,670395,31/10/2013,
1785,General 2,North Fettes,EH5 2GD,323513,676059,31/10/2013,
1786,General 2,Corstorphine,EH12 7NJ,320069,671929,31/10/2013,
1787,General 2,Granton,eh5 2ge,323431,676045,31/10/2013,
1788,General 2,Liberton,EH16 5QT,327213,670586,31/10/2013,
1789,General 2,Leith,eh6 5pu,326132,675794,31/10/2013,
1790,General 2,North Fettes/Strada,EH5 2GE,323431,676045,31/10/2013,
1791,General 2,Bonaly,EH13 0QX,321670,668111,31/10/2013,
1793,General 2,Easter Road,EH7 5NN,326888,674649,31/10/2013,
1794,General 2,The Flower Colonies/Shandon,EH11 1PL,323262,671924,31/10/2013,
1795,General 2,Hillside,EH7 5LB,326333,674525,31/10/2013,
1796,General 2,Polwarth,eh11 1hu,323926,672336,31/10/2013,
1797,General 2,Hyvots,EH17 8FZ,328792,668589,31/10/2013,
1798,General 2,The Shore/Leith,EH6 6DY,326710,676440,31/10/2013,
1799,General 2,Bruntsfield,EH10 4JJ,324657,672364,31/10/2013,
1800,General 2,Craigentinny,eh7 6sp,329333,674658,31/10/2013,
1801,General 2,Barnton,Eh4 7nd,319454,674944,31/10/2013,
1802,General 2,Corstorphine,eh12 7rn,319105,672344,31/10/2013,
1804,General 2,Portobello,EH15 2AX,330666,673910,31/10/2013,
1805,General 2,Leith,EH6 8SQ,326644,675133,31/10/2013,
1806,General 2,Leith,EH6 5DH,326517,675440,31/10/2013,
1807,General 2,Marchmont,EH9 1BP,325345,672291,31/10/2013,
1808,General 2,Fountainbridge/Tollcross,EH3 9DT,324980,673237,31/10/2013,
1809,General 2,The Dudleys,EH6 4PR,325910,676621,31/10/2013,
1810,General 2,Merchiston/Polwarth,EH11 1JY,323926,672274,31/10/2013,
1811,General 2,Grassmarket,EH1 2HS,325375,673322,31/10/2013,
1812,General 2,Stockbridge,EH4 1JR,324260,674614,31/10/2013,
1813,General 2,East Craigs,EH12 8UY,318491,674071,31/10/2013,
1814,General 2,Restalrig,EH7 6FE,327514,675003,31/10/2013,
1815,General 2,Leith,EH6 8AZ,327681,675722,31/10/2013,
1816,General 2,Corstorphine,EH12 5YR,321405,672878,31/10/2013,
1817,General 2,Craiglockhart,EH14 1AX,323129,670943,31/10/2013,
1818,General 2,Canonmills,EH3 5LH,325268,675062,31/10/2013,
1819,General 2,The Grange,EH9 1TL,325586,672108,31/10/2013,
1820,General 2,Corstorphine,EH12 6NR,320396,672805,31/10/2013,
1821,General 2,East Craigs,EH12 8TZ,318288,673761,31/10/2013,
1822,General 2,Canonmills,EH7 4EN,325393,674995,31/10/2013,
1823,General 2,Leith,eh6 4pz,325773,676507,31/10/2013,
1824,General 2,Leith,eh6 5aw,326519,675383,31/10/2013,
1825,General 2,Newington,EH16 5XL,326755,672742,31/10/2013,
1826,General 2,Broughton/Bellevue,EH7 4AU,326173,674961,31/10/2013,
1827,General 2,Morningside,EH10 5EA,324319,671535,31/10/2013,
1828,General 2,The Shore/Leith,EH6 6ET,326821,676511,31/10/2013,
1829,General 2,Corstorphine,EH12 7QT,319393,672180,31/10/2013,
1830,General 2,Leith,EH6 8HL,327120,675796,31/10/2013,
1831,General 2,The Flower Colonies/Shandon,eh11 1ny,323371,672154,31/10/2013,
1832,General 2,Leith,EH6 6SB,327146,676342,31/10/2013,
1833,General 2,Canonmills,EH7 4JH,325723,675295,31/10/2013,
1834,General 2,Newington,EH8 9RB,326532,672627,31/10/2013,
1835,General 2,North Leith,eh6 4ap,326352,676556,31/10/2013,
1836,General 2,Goldenacre,EH3 5QN,324806,675828,31/10/2013,
1837,General 2,Leith,EH7 4HP,325318,676042,31/10/2013,
1838,General 2,Broughton,EH7 4BX,325758,675012,31/10/2013,
1839,General 2,Cramond,EH4 6DW,317952,675627,31/10/2013,
1840,General 2,Stockbridge,EH4 1NS,324332,674465,31/10/2013,
1841,General 2,Warriston,EH3 5JX,325173,675526,31/10/2013,
1842,General 2,Craigleith,EH4 2EA,322667,674339,31/10/2013,
1843,General 2,Leith,EH6 8QP,326878,675429,31/10/2013,
1844,General 2,Murrayfield,eh12 6bx,322580,673641,31/10/2013,
1845,General 2,Balerno,EH14 7AZ,316811,665839,31/10/2013,
1847,General 2,Moredun,EH17 7JW,328562,669564,31/10/2013,
1848,General 2,Cramond,eh4 2sa,322219,675033,31/10/2013,
1849,General 2,Abbeyhill,EH8 8EZ,327194,674170,31/10/2013,
1850,General 2,Leith,EH6 4AP,326352,676556,31/10/2013,
1851,General 2,Salisbury,EH9 1QU,326415,672307,31/10/2013,
1852,General 2,Leith,EH6 6LS,326752,676671,31/10/2013,
1853,General 2,Bruntsfield,EH10 5DR,324434,671835,31/10/2013,
1854,General 2,Joppa,Eh15 2ld,332308,673180,31/10/2013,
1855,General 2,NN not supplied,EH10 6BP,325436,670998,31/10/2013,
1856,General 2,Leith,eh7 5yl,326989,674775,31/10/2013,
1857,General 2,Ravelston,Eh4 3LE,322263,673938,31/10/2013,
1858,General 2,The Inch,EH16 5RE,328038,670793,31/10/2013,
1859,General 2,Leith,EH6 5DS,326678,675703,31/10/2013,
1860,General 2,Blackford,EH9 3ES,326087,670954,31/10/2013,
1861,General 2,Stenhouse,Eh11 3js,321438,671704,31/10/2013,
1862,General 2,Trinity,EH5 3ES,325159,676467,31/10/2013,
1863,General 2,Slateford,EH14 1PS,322645,671634,31/10/2013,
1864,General 2,Morningside,EH10 6BJ,324743,670803,31/10/2013,
1865,General 2,Holyrood,EH8 8JA,327576,674150,31/10/2013,
1866,General 2,The Inch/Liberton,Eh16 5sj,328276,670314,31/10/2013,
1867,General 2,Broughton,EH7 4DE,325936,675135,31/10/2013,
1868,General 2,Pilrig,EH6 5DF,326524,675336,31/10/2013,
1869,General 2,Leith,EH6 7BG,327283,676376,31/10/2013,
1870,General 2,Leith,EH7 5RJ,326967,674697,31/10/2013,
1871,General 2,Fairmilehead,Eh10 6rr,324462,668547,31/10/2013,
1872,General 2,Dean Village,eh4 3be,324042,673905,31/10/2013,
1873,General 2,Belford,eh4 3dp,323548,673730,31/10/2013,
1874,General 2,Bruntsfield,eh10 4bn,324748,672024,31/10/2013,
1875,General 2,Trinity,EH5 3EG,324968,676903,31/10/2013,
1876,General 2,Duddingston,EH15 1NB,330084,673515,31/10/2013,
1877,General 2,Pilton,EH5 2GH,323634,676099,31/10/2013,
1878,General 2,Prestonfield,eh16 5hj,327201,672047,31/10/2013,
1879,General 2,Mayfield,eh9 2dq,326762,671618,31/10/2013,
1880,General 2,Leith,EH6 7AD,327114,676026,31/10/2013,
1881,General 2,Shandon,Eh11 1qe,323126,671896,31/10/2013,
1882,General 2,Hillside,EH7 5PN,326912,674714,31/10/2013,
1883,General 2,Mountcastle,EH8 7SY,329603,673887,31/10/2013,
1884,General 2,Leith,EH6 8PL,326898,675353,31/10/2013,
1885,General 2,Gorgie,EH11 1UN,323089,672065,31/10/2013,
1886,General 2,Hillside,EH7 5EX,326613,674681,31/10/2013,
1887,General 2,Craiglockhart,EH14 1LP,322388,670839,31/10/2013,
1888,General 2,Newhaven,EH6 4JQ,325966,676908,31/10/2013,
1889,General 2,Morningside,EH10 4QX,324601,671135,31/10/2013,
1890,General 2,Leith,EH7 5LT,326847,675026,31/10/2013,
1891,General 2,Gilmerton,EH17 8QX,328989,668394,31/10/2013,
1892,General 2,Craiglockhart,EH14 1HW,322488,670481,31/10/2013,
1893,General 2,Leith,EH6 7JE,327516,676315,31/10/2013,
1894,General 2,Blackhall,EH4 3PH,321474,674351,31/10/2013,
1895,General 2,Inverleith,EH3 5JX,325173,675526,31/10/2013,
1896,General 2,Granton,EH5 1FG,321908,676732,31/10/2013,
1897,General 2,Blackford Hill,EH9 3DQ,326414,670886,31/10/2013,
1898,General 2,Bonnington,eh6 5fh,326182,675844,31/10/2013,
1899,General 2,Stockbridge,EH3 5AY,324755,674609,31/10/2013,
1900,General 2,Meadows/Sciennes,EH9 1PA,325990,672346,31/10/2013,
1901,General 2,City Centre/Old Town,EH1 1JG,325891,673440,31/10/2013,
1902,General 2,Leith,EH7 4LL,325947,675766,31/10/2013,
1903,General 2,Craiglockhart,EH14 1HW,322488,670481,31/10/2013,
1904,General 2,Chesser,EH14 1TJ,321917,671110,31/10/2013,
1905,General 2,Craiglockhart,EH14 1HW,322488,670481,31/10/2013,
1906,General 2,Portobello,EH15 1LZ,330181,673539,31/10/2013,
1907,General 2,Bingham,EH15 3JG,330121,672378,31/10/2013,
1908,General 2,Viewforth,EH10 4LP,324531,672422,31/10/2013,
1909,General 2,Portobello,EH15 1BS,330380,674113,31/10/2013,
1910,General 2,Sciennes,EH9 1NN,326258,672273,31/10/2013,
1911,General 2,Trinity,eh5 3pl,324578,676319,31/10/2013,
1912,General 2,Stockbridge,eh3 5ay,324755,674609,31/10/2013,
1913,General 2,Abbeyhill,EH7 5AS,327016,674533,31/10/2013,
1914,General 2,Dalry,eh11 2as,323983,672934,31/10/2013,
1915,General 2,Leith,EH6 8PF,326722,675312,31/10/2013,
1916,General 2,Bonnington,EH6 5FH,326182,675844,31/10/2013,
1917,General 2,Leith,EH6 6RD,327056,676411,31/10/2013,
1918,General 2,Abbeyhill Colonies,EH7 5SA,327142,674503,31/10/2013,
1919,General 2,Leith,EH7 4RG,326332,675324,31/10/2013,
1920,General 2,Pilrig,EH7 4RG,326332,675324,31/10/2013,
1921,General 2,Leith,EH6 7EQ,327112,675990,31/10/2013,
1922,General 2,Newhaven,EH6 4TE,325471,677035,31/10/2013,
1923,General 2,Leith,EH6 6DR,327061,676277,31/10/2013,
1924,General 2,Bruntsfield,EH3 9PP,324450,672536,31/10/2013,
1925,General 2,Lochend,eh7 6bt,327596,675009,31/10/2013,
1926,General 2,Leith,eh6 5dw,326452,675586,31/10/2013,
1927,General 2,Kirkliston,EH29 9AS,312354,674485,31/10/2013,
1928,General 2,The Shore/Leith,EH6 6ER,326768,676381,31/10/2013,
1929,General 2,Hillside,EH7 5HB,326528,674611,31/10/2013,
1930,General 2,Warriston,EH7 4HN,325478,675655,31/10/2013,
1931,General 2,Leith,EH6 5EP,326624,675486,31/10/2013,
1932,General 2,Leith,EH6 8RJ,326889,675048,31/10/2013,
1933,General 2,Meadowbank,EH7 5UH,327599,674563,31/10/2013,
1934,General 2,Baberton,EH14 3BU,319638,669463,31/10/2013,
1935,General 2,Blackhall,EH4 3NG,322030,674521,31/10/2013,
1936,General 2,Leith Links,EH6 8BJ,327780,675593,31/10/2013,
1937,General 2,Warriston,EH7 4HN,325478,675655,31/10/2013,
1938,General 2,Leith,EH6 5BX,326657,675356,31/10/2013,
1939,General 2,Goldenacre,EH3 5PX,324656,675931,31/10/2013,
1940,General 2,Wardie,EH5 2AJ,324070,676258,31/10/2013,
1941,General 2,Marchmont,EH9 1JA,325388,672450,31/10/2013,
1942,General 2,Leith,eh7 5se,327047,674615,31/10/2013,
1943,General 2,Leith,EH6 8AW,327545,675716,31/10/2013,
1944,General 2,Leith/Hillside,EH7 5PN,326912,674714,31/10/2013,
1945,General 2,The Shore,EH6 7DL,327296,676686,31/10/2013,
1946,General 2,Leith,EH7 4QR,326216,675239,31/10/2013,
1947,General 2,Broughton,EH7 4EQ,325667,675252,31/10/2013,
1948,General 2,Leith,EH6 8DB,327513,675434,31/10/2013,
1949,General 2,Leith,EH6 7PJ,328101,675815,31/10/2013,
1950,General 2,Sciennes,EH9 1LE,325715,672337,31/10/2013,
1951,General 2,Leith/Pilrig,EH6 5AW,326519,675383,31/10/2013,
1952,General 2,Newhaven,Eh6 4tn,325665,677301,31/10/2013,
1953,General 2,Newington,EH9 1SN,326489,672080,31/10/2013,
1954,General 2,Fairmilehead,eh10 6sr,323862,668453,31/10/2013,
1955,General 2,West Edinburgh,EH29 9HA,312111,674736,31/10/2013,generic
1956,General 2,Pilrig,eh6 5an,326475,675310,31/10/2013,
1957,General 2,Leith,EH6 7LZ,327806,675720,31/10/2013,
1958,General 2,Duddingston,Eh15 3PX,328424,672658,31/10/2013,
1960,General 2,Stockbridge,EH3 5JW,324938,674986,31/10/2013,
1961,General 2,Trinity,EH5 3LT,324533,676760,31/10/2013,
1962,General 2,Leith,EH6 8LX,326908,675751,31/10/2013,
1963,General 2,Broughton/Canonmills,EH7 4JJ,325771,675333,31/10/2013,
1964,General 2,Hillside,EH7 5EB,326606,674550,31/10/2013,
1965,General 2,The Inch,eh16 5ru,327698,670522,31/10/2013,
1966,General 2,Leith,EH6 7AD,327114,676026,31/10/2013,
1967,General 2,Leith,EH6 8EE,327637,675622,31/10/2013,
1968,General 2,Pilrig,eh6 5ax,326228,675411,31/10/2013,
1969,General 2,Viewforth,EH3 9PG,324399,672547,31/10/2013,
1970,General 2,Liberton,EH16 6PH,327432,668190,31/10/2013,
1971,General 2,Stockbridge,EH4 1PQ,324110,674296,31/10/2013,
